予約番号,実施日,提供会場枝番,明細枝番,予約宴会名称,主会場ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目名称,ﾊﾟｯｹｰｼﾞ商品ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ商品名称,科目ｺｰﾄﾞ,科目名称,商品ｺｰﾄﾞ,商品名称,単価,数量,請求金額(GROSS),請求金額(NET),請求金額(ｻｰﾋﾞｽ料),請求金額(消費税),割引名称,割引率,割引金額
"31946","2026/01/14","18","39","日本中学校体育連盟研究大会愛知大会","340"," ",""," ","","R01","会場料収入","0026","葵","44600.0000","1","44600.0000","40546.0000","0.0000","4054.0000","","0.00","0.0000"
"31946","2026/01/14","18","40","日本中学校体育連盟研究大会愛知大会","340"," ",""," ","","M10","ミスク(会議ミスク)","0020","外注弁当(紙箱,パック茶付)","1650.0000","110","181500.0000","165000.0000","0.0000","16500.0000","","0.00","0.0000"
"31946","2026/01/14","18","41","日本中学校体育連盟研究大会愛知大会","340"," ",""," ","","M10","ミスク(会議ミスク)","0020","外注弁当(紙箱,パック茶付)","1650.0000","55","90750.0000","82500.0000","0.0000","8250.0000","","0.00","0.0000"
"31946","2026/01/14","18","42","日本中学校体育連盟研究大会愛知大会","340"," ",""," ","","M02","内部オプション(会議備品)","0047","投げ入れ花","11000.0000","1","11000.0000","10000.0000","0.0000","1000.0000","","0.00","0.0000"
"31946","2026/01/14","18","43","日本中学校体育連盟研究大会愛知大会","340"," ",""," ","","M02","内部オプション(会議備品)","0012","会場内吊看板　板のみ(600×3600","39050.0000","1","39050.0000","35500.0000","0.0000","3550.0000","","0.00","0.0000"
"31946","2026/01/14","18","44","日本中学校体育連盟研究大会愛知大会","340"," ",""," ","","M02","内部オプション(会議備品)","0015","1800×900","35750.0000","1","35750.0000","32500.0000","0.0000","3250.0000","","0.00","0.0000"
"32106","2025/12/17","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"32106","2025/12/17","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"32107","2025/12/24","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"32107","2025/12/24","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"32130","2026/01/10","9999","1","トヨタ自動車元町工場車体部プレス課職制会　※富士・・・畳","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","120","745200.0000","617520.0000","60000.0000","67680.0000","","0.00","0.0000"
"32130","2026/01/10","1","1","トヨタ自動車元町工場車体部プレス課職制会　※富士・・・畳","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","120","726000.0000","600000.0000","60000.0000","66000.0000","","0.00","0.0000"
"32130","2026/01/10","1","1","トヨタ自動車元町工場車体部プレス課職制会　※富士・・・畳","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","120","19200.0000","17520.0000","0.0000","1680.0000","","0.00","0.0000"
"32130","2026/01/10","1","2","トヨタ自動車元町工場車体部プレス課職制会　※富士・・・畳","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","120","264000.0000","218182.0000","21818.0000","24000.0000","","0.00","0.0000"
"32130","2026/01/10","1","3","トヨタ自動車元町工場車体部プレス課職制会　※富士・・・畳","170"," ",""," ","","R02","会場料収入(宴会)","0018","富士","191300.0000","1","95650.0000","86955.0000","0.0000","8695.0000","割引","50.00","95650.0000"
"32131","2026/01/17","9999","1","トヨタ自動車㈱三好工場","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","90","558900.0000","463140.0000","45000.0000","50760.0000","","0.00","0.0000"
"32131","2026/01/17","2","1","トヨタ自動車㈱三好工場","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","90","544500.0000","450000.0000","45000.0000","49500.0000","","0.00","0.0000"
"32131","2026/01/17","2","1","トヨタ自動車㈱三好工場","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","90","14400.0000","13140.0000","0.0000","1260.0000","","0.00","0.0000"
"32131","2026/01/17","2","2","トヨタ自動車㈱三好工場","200"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","90","198000.0000","163637.0000","16363.0000","18000.0000","","0.00","0.0000"
"32132","2026/01/24","9999","1","トヨタ押さえ　※富士…たたみ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","90","558900.0000","463140.0000","45000.0000","50760.0000","","0.00","0.0000"
"32132","2026/01/24","2","1","トヨタ押さえ　※富士…たたみ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","90","544500.0000","450000.0000","45000.0000","49500.0000","","0.00","0.0000"
"32132","2026/01/24","2","1","トヨタ押さえ　※富士…たたみ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","90","14400.0000","13140.0000","0.0000","1260.0000","","0.00","0.0000"
"32132","2026/01/24","2","2","トヨタ押さえ　※富士…たたみ","200"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","90","198000.0000","163637.0000","16363.0000","18000.0000","","0.00","0.0000"
"32133","2026/01/31","9999","1","トヨタ押さえ　※富士…たたみ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","120","745200.0000","617520.0000","60000.0000","67680.0000","","0.00","0.0000"
"32133","2026/01/31","1","1","トヨタ押さえ　※富士…たたみ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","120","726000.0000","600000.0000","60000.0000","66000.0000","","0.00","0.0000"
"32133","2026/01/31","1","1","トヨタ押さえ　※富士…たたみ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","120","19200.0000","17520.0000","0.0000","1680.0000","","0.00","0.0000"
"32133","2026/01/31","1","2","トヨタ押さえ　※富士…たたみ","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","120","264000.0000","218182.0000","21818.0000","24000.0000","","0.00","0.0000"
"32134","2026/02/07","9999","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","120","745200.0000","617520.0000","60000.0000","67680.0000","","0.00","0.0000"
"32134","2026/02/07","1","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","120","726000.0000","600000.0000","60000.0000","66000.0000","","0.00","0.0000"
"32134","2026/02/07","1","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","120","19200.0000","17520.0000","0.0000","1680.0000","","0.00","0.0000"
"32134","2026/02/07","1","2","トヨタ押さえ","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","120","264000.0000","218182.0000","21818.0000","24000.0000","","0.00","0.0000"
"32135","2026/02/14","9999","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","120","745200.0000","617520.0000","60000.0000","67680.0000","","0.00","0.0000"
"32135","2026/02/14","1","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","120","726000.0000","600000.0000","60000.0000","66000.0000","","0.00","0.0000"
"32135","2026/02/14","1","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","120","19200.0000","17520.0000","0.0000","1680.0000","","0.00","0.0000"
"32135","2026/02/14","1","2","トヨタ押さえ","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","120","264000.0000","218182.0000","21818.0000","24000.0000","","0.00","0.0000"
"32136","2026/02/21","9999","1","衣浦工場21TM製造課 　※たたみ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","120","745200.0000","617520.0000","60000.0000","67680.0000","","0.00","0.0000"
"32136","2026/02/21","1","1","衣浦工場21TM製造課 　※たたみ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","120","726000.0000","600000.0000","60000.0000","66000.0000","","0.00","0.0000"
"32136","2026/02/21","1","1","衣浦工場21TM製造課 　※たたみ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","120","19200.0000","17520.0000","0.0000","1680.0000","","0.00","0.0000"
"32136","2026/02/21","1","2","衣浦工場21TM製造課 　※たたみ","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","120","264000.0000","218182.0000","21818.0000","24000.0000","","0.00","0.0000"
"32137","2026/02/28","9999","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","120","745200.0000","617520.0000","60000.0000","67680.0000","","0.00","0.0000"
"32137","2026/02/28","1","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","120","726000.0000","600000.0000","60000.0000","66000.0000","","0.00","0.0000"
"32137","2026/02/28","1","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","120","19200.0000","17520.0000","0.0000","1680.0000","","0.00","0.0000"
"32137","2026/02/28","1","2","トヨタ押さえ","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","120","264000.0000","218182.0000","21818.0000","24000.0000","","0.00","0.0000"
"32142","2026/02/07","1","30","全信保労連","260"," ",""," ","","R01","会場料収入","0004","楓","180000.0000","1","126000.0000","114546.0000","0.0000","11454.0000","割引","30.00","54000.0000"
"32142","2026/02/07","1","31","全信保労連","260"," ",""," ","","M02","内部オプション(会議備品)","0004","マイク","2200.0000","3","0.0000","0.0000","0.0000","0.0000","割引","100.00","6600.0000"
"32142","2026/02/07","1","32","全信保労連","260"," ",""," ","","M02","内部オプション(会議備品)","0024","ホワイトボード","1100.0000","2","0.0000","0.0000","0.0000","0.0000","割引","100.00","2200.0000"
"32142","2026/02/07","1","33","全信保労連","260"," ",""," ","","R01","会場料収入","0028","葵","42400.0000","1","29680.0000","26982.0000","0.0000","2698.0000","割引","30.00","12720.0000"
"32142","2026/02/07","1","34","全信保労連","260"," ",""," ","","R01","会場料収入","0004","錦","165000.0000","1","115500.0000","105000.0000","0.0000","10500.0000","割引","30.00","49500.0000"
"32142","2026/02/07","1","35","全信保労連","260"," ",""," ","","M02","内部オプション(会議備品)","0099","錦のグラス","121.0000","50","6050.0000","5500.0000","0.0000","550.0000","","0.00","0.0000"
"32142","2026/02/07","1","36","全信保労連","260"," ",""," ","","M02","内部オプション(会議備品)","0099","錦の氷","1815.0000","1","1815.0000","1650.0000","0.0000","165.0000","","0.00","0.0000"
"32142","2026/02/07","1","37","全信保労連","260"," ",""," ","","M10","ミスク(会議ミスク)","0020","外注弁当(紙箱,パック茶付)","1100.0000","38","41800.0000","38000.0000","0.0000","3800.0000","","0.00","0.0000"
"32142","2026/02/07","1","38","全信保労連","260"," ",""," ","","R01","会場料収入","0024","楓","68500.0000","1","34250.0000","31137.0000","0.0000","3113.0000","割引","50.00","34250.0000"
"32142","2026/02/07","1","39","全信保労連","260"," ",""," ","","M02","内部オプション(会議備品)","0004","マイク","2200.0000","2","2200.0000","2000.0000","0.0000","200.0000","割引","50.00","2200.0000"
