予約番号,実施日,提供会場枝番,明細枝番,予約宴会名称,主会場ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目名称,ﾊﾟｯｹｰｼﾞ商品ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ商品名称,科目ｺｰﾄﾞ,科目名称,商品ｺｰﾄﾞ,商品名称,単価,数量,請求金額(GROSS),請求金額(NET),請求金額(ｻｰﾋﾞｽ料),請求金額(消費税),割引名称,割引率,割引金額
"30478","2025/05/24","1","4","愛知志登茂会","250"," ",""," ","","B02","会議お飲物","0008","ペットボトルお茶(500ml)","363.0000","50","18150.0000","15000.0000","1500.0000","1650.0000","","0.00","0.0000"
"30478","2025/05/24","1","5","愛知志登茂会","250"," ",""," ","","M10","ミスク(会議ミスク)","0005","タクシー代","980.0000","1","980.0000","891.0000","0.0000","89.0000","","0.00","0.0000"
"30478","2025/05/24","1","6","愛知志登茂会","250"," ",""," ","","M10","ミスク(会議ミスク)","0005","タクシー代","1120.0000","1","1120.0000","1019.0000","0.0000","101.0000","","0.00","0.0000"
"30478","2025/05/24","1","7","愛知志登茂会","250"," ",""," ","","M10","ミスク(会議ミスク)","0005","タクシー代","1220.0000","1","1220.0000","1110.0000","0.0000","110.0000","","0.00","0.0000"
"30478","2025/05/24","1","8","愛知志登茂会","250"," ",""," ","","M10","ミスク(会議ミスク)","0004","お土産","2500.0000","9","22500.0000","20455.0000","0.0000","2045.0000","","0.00","0.0000"
"30478","2025/05/24","1","9","愛知志登茂会","250"," ",""," ","","B01","ご宴会お飲物","0003","飲み放題B(2時間)","2600.0000","100","260000.0000","214877.0000","21487.0000","23636.0000","","0.00","0.0000"
"30478","2025/05/24","1","10","愛知志登茂会","250"," ",""," ","","M06","外部オプション(コンパ)","0001","コンパニオン","17600.0000","10","176000.0000","160000.0000","0.0000","16000.0000","","0.00","0.0000"
"30478","2025/05/24","9999","11","愛知志登茂会","250","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","8630.0000","100","863000.0000","714600.0000","70000.0000","78400.0000","","0.00","0.0000"
"30478","2025/05/24","1","11","愛知志登茂会","250","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","8470.0000","100","847000.0000","700000.0000","70000.0000","77000.0000","","0.00","0.0000"
"30478","2025/05/24","1","11","愛知志登茂会","250","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","100","16000.0000","14600.0000","0.0000","1400.0000","","0.00","0.0000"
"31477","2025/04/02","1","1","中日本高速道路株式会社","260"," ",""," ","","R01","会場料収入","0018","鶴","473000.0000","1","402050.0000","365500.0000","0.0000","36550.0000","割引","15.00","70950.0000"
"31477","2025/04/02","1","2","中日本高速道路株式会社","260"," ",""," ","","M02","内部オプション(会議備品)","0003","スクリーン(3000×2400)","17600.0000","1","17600.0000","16000.0000","0.0000","1600.0000","","0.00","0.0000"
"31477","2025/04/02","2","3","中日本高速道路株式会社","260"," ",""," ","","R01","会場料収入","0018","鶴","473000.0000","1","402050.0000","365500.0000","0.0000","36550.0000","割引","15.00","70950.0000"
"31477","2025/04/02","2","4","中日本高速道路株式会社","260"," ",""," ","","M02","内部オプション(会議備品)","0003","スクリーン(3000×2400)","17600.0000","1","17600.0000","16000.0000","0.0000","1600.0000","","0.00","0.0000"
"31478","2025/04/03","1","1","中日本高速道路株式会社","260"," ",""," ","","R01","会場料収入","0018","鶴","473000.0000","1","473000.0000","430000.0000","0.0000","43000.0000","","0.00","0.0000"
"31479","2025/04/01","1","1","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","1","5","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","6","6","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","6","7","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","5","8","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","5","9","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","7","10","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","7","11","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","10","12","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","10","13","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","11","14","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","11","15","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","8","18","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","8","19","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","9","20","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","9","21","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","13","22","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","13","23","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","14","24","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","14","25","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","15","26","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","15","27","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31479","2025/04/01","16","28","中日本高速道路株式会社","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","116","7656.0000","6960.0000","0.0000","696.0000","","0.00","0.0000"
"31479","2025/04/01","16","29","中日本高速道路株式会社","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","116","308792.0000","255200.0000","25520.0000","28072.0000","","0.00","0.0000"
"31480","2025/04/02","1","1","中日本高速道路株式会社（押さえ）","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","120","319440.0000","264000.0000","26400.0000","29040.0000","","0.00","0.0000"
"31480","2025/04/02","1","2","中日本高速道路株式会社（押さえ）","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","120","7920.0000","7200.0000","0.0000","720.0000","","0.00","0.0000"
"31481","2025/04/03","1","1","中日本高速道路株式会社（押さえ）","170"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","120","7920.0000","7200.0000","0.0000","720.0000","","0.00","0.0000"
"31481","2025/04/03","1","2","中日本高速道路株式会社（押さえ）","170"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","120","319440.0000","264000.0000","26400.0000","29040.0000","","0.00","0.0000"
"31493","2025/04/19","9999","11","八代高校東海同窓会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","5000.0000","52","260000.0000","215592.0000","20800.0000","23608.0000","","0.00","0.0000"
"31493","2025/04/19","2","11","八代高校東海同窓会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","4840.0000","52","251680.0000","208000.0000","20800.0000","22880.0000","","0.00","0.0000"
"31493","2025/04/19","2","11","八代高校東海同窓会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","52","8320.0000","7592.0000","0.0000","728.0000","","0.00","0.0000"
"31493","2025/04/19","2","12","八代高校東海同窓会","180"," ",""," ","","B01","ご宴会お飲物","0003","飲み放題B(2時間)","2600.0000","52","135200.0000","111737.0000","11173.0000","12290.0000","","0.00","0.0000"
"31493","2025/04/19","2","13","八代高校東海同窓会","180"," ",""," ","","R02","会場料収入(宴会)","0006","鶴(2)","108500.0000","1","54250.0000","49319.0000","0.0000","4931.0000","割引","50.00","54250.0000"
"31493","2025/04/19","2","14","八代高校東海同窓会","180"," ",""," ","","R02","会場料収入(宴会)","0006","鶴(2)","43400.0000","1","43400.0000","39455.0000","0.0000","3945.0000","","0.00","0.0000"
"31493","2025/04/19","2","15","八代高校東海同窓会","180"," ",""," ","","M03","内部オプション(宴会備品)","0002","ワイヤレスマイク(ご宴会)","3300.0000","1","0.0000","0.0000","0.0000","0.0000","割引","100.00","3300.0000"
"31493","2025/04/19","2","16","八代高校東海同窓会","180"," ",""," ","","M03","内部オプション(宴会備品)","0004","司会台(ご宴会)","3300.0000","1","0.0000","0.0000","0.0000","0.0000","割引","100.00","3300.0000"
"31493","2025/04/19","2","17","八代高校東海同窓会","180"," ",""," ","","M03","内部オプション(宴会備品)","0009","会場内吊看板　板のみ(600×3600","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"31493","2025/04/19","2","18","八代高校東海同窓会","180"," ",""," ","","M03","内部オプション(宴会備品)","0020","演台(ご宴会)","5500.0000","1","0.0000","0.0000","0.0000","0.0000","割引","100.00","5500.0000"
"31493","2025/04/19","2","19","八代高校東海同窓会","180"," ",""," ","","M03","内部オプション(宴会備品)","0040","投げ入れ花(ご宴会)","11000.0000","1","11000.0000","10000.0000","0.0000","1000.0000","","0.00","0.0000"
"31493","2025/04/19","2","21","八代高校東海同窓会","180"," ",""," ","","M03","内部オプション(宴会備品)","0031","ホワイトボード(ご宴会)","1650.0000","1","0.0000","0.0000","0.0000","0.0000","割引","100.00","1650.0000"
"31494","2025/05/17","1","1","名古屋国税職員労働組合","340"," ",""," ","","R01","会場料収入","0024","楓","30000.0000","1","30000.0000","27273.0000","0.0000","2727.0000","","0.00","0.0000"
"31494","2025/05/17","2","2","名古屋国税職員労働組合","340"," ",""," ","","R01","会場料収入","0026","葵","30000.0000","1","30000.0000","27273.0000","0.0000","2727.0000","","0.00","0.0000"
"31494","2025/05/17","3","3","名古屋国税職員労働組合","340"," ",""," ","","R01","会場料収入","0003","桐","30000.0000","1","30000.0000","27273.0000","0.0000","2727.0000","","0.00","0.0000"
"31598","2025/05/23","9999","1","第11回全国青年学習交流集会","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","140","869400.0000","720440.0000","70000.0000","78960.0000","","0.00","0.0000"
"31598","2025/05/23","3","1","第11回全国青年学習交流集会","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","140","847000.0000","700000.0000","70000.0000","77000.0000","","0.00","0.0000"
"31598","2025/05/23","3","1","第11回全国青年学習交流集会","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F02","中華宴会料理","0004","(中)折衷/立食/プラン構成用","0.0000","140","0.0000","0.0000","0.0000","0.0000","","0.00","0.0000"
"31598","2025/05/23","3","1","第11回全国青年学習交流集会","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","M10","ミスク(会議ミスク)","0019","コロナ対策料","160.0000","140","22400.0000","20440.0000","0.0000","1960.0000","","0.00","0.0000"
"31598","2025/05/23","10","2","第11回全国青年学習交流集会","170"," ",""," ","","R01","会場料収入","0024","楓","123500.0000","1","104975.0000","95432.0000","0.0000","9543.0000","割引","15.00","18525.0000"
"31598","2025/05/23","6","3","第11回全国青年学習交流集会","170"," ",""," ","","R01","会場料収入","0025","橘","56200.0000","1","47770.0000","43428.0000","0.0000","4342.0000","割引","15.00","8430.0000"
"31598","2025/05/23","7","4","第11回全国青年学習交流集会","170"," ",""," ","","R01","会場料収入","0026","葵","54500.0000","1","46325.0000","42114.0000","0.0000","4211.0000","割引","15.00","8175.0000"
"31598","2025/05/23","4","7","第11回全国青年学習交流集会","170"," ",""," ","","F17","食事","0001","割子弁当(和。ｻ込)","1650.0000","12","19800.0000","16364.0000","1636.0000","1800.0000","","0.00","0.0000"
"31598","2025/05/23","5","8","第11回全国青年学習交流集会","170"," ",""," ","","F17","食事","0001","割子弁当(和。ｻ込)","1650.0000","140","231000.0000","190910.0000","19090.0000","21000.0000","","0.00","0.0000"
"31598","2025/05/23","3","9","第11回全国青年学習交流集会","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A","2000.0000","140","280000.0000","231406.0000","23140.0000","25454.0000","","0.00","0.0000"
"31598","2025/05/23","3","10","第11回全国青年学習交流集会","170"," ",""," ","","X03","宿泊(見積/ダミー明細用)","0001","ご宿泊(1泊朝食SGL)","8800.0000","140","1232000.0000","1120000.0000","0.0000","112000.0000","","0.00","0.0000"
"31598","2025/05/23","7","11","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0099","クロス","330.0000","0","0.0000","0.0000","0.0000","0.0000","","0.00","0.0000"
"31598","2025/05/23","4","12","第11回全国青年学習交流集会","170"," ",""," ","","R01","会場料収入","0025","橘","56200.0000","1","47770.0000","43428.0000","0.0000","4342.0000","割引","15.00","8430.0000"
"31598","2025/05/23","3","13","第11回全国青年学習交流集会","170"," ",""," ","","R01","会場料収入","0013","富士","191300.0000","1","0.0000","0.0000","0.0000","0.0000","割引","100.00","191300.0000"
"31598","2025/05/23","1","14","第11回全国青年学習交流集会","170"," ",""," ","","R01","会場料収入","0018","鶴","389900.0000","1","311920.0000","283564.0000","0.0000","28356.0000","割引","20.00","77980.0000"
"31598","2025/05/23","5","15","第11回全国青年学習交流集会","170"," ",""," ","","R01","会場料収入","0018","鶴","460800.0000","1","368640.0000","335128.0000","0.0000","33512.0000","割引","20.00","92160.0000"
"31598","2025/05/23","19","17","第11回全国青年学習交流集会","170"," ",""," ","","R01","会場料収入","0020","紬(1)","140200.0000","1","119170.0000","108337.0000","0.0000","10833.0000","割引","15.00","21030.0000"
"31598","2025/05/23","20","18","第11回全国青年学習交流集会","170"," ",""," ","","R01","会場料収入","0021","紬(2)","127700.0000","1","108545.0000","98678.0000","0.0000","9867.0000","割引","15.00","19155.0000"
"31598","2025/05/23","1","19","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0072","ワイヤレスマイク","3300.0000","4","13200.0000","12000.0000","0.0000","1200.0000","","0.00","0.0000"
"31598","2025/05/23","1","20","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0003","スクリーン(3000×2400)","17600.0000","1","17600.0000","16000.0000","0.0000","1600.0000","","0.00","0.0000"
"31598","2025/05/23","1","21","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0008","プロジェクター(3000～3500lm)","33000.0000","1","33000.0000","30000.0000","0.0000","3000.0000","","0.00","0.0000"
"31598","2025/05/23","1","22","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0067","音声ライン","1650.0000","1","1650.0000","1500.0000","0.0000","150.0000","","0.00","0.0000"
"31598","2025/05/23","1","23","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0034","延長コード","550.0000","3","1650.0000","1500.0000","0.0000","150.0000","","0.00","0.0000"
"31598","2025/05/23","1","24","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0035","インターネット回線使用料","5500.0000","1","5500.0000","5000.0000","0.0000","500.0000","","0.00","0.0000"
"31598","2025/05/23","3","25","第11回全国青年学習交流集会","170"," ",""," ","","M03","内部オプション(宴会備品)","0002","ワイヤレスマイク(ご宴会)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"31598","2025/05/23","3","26","第11回全国青年学習交流集会","170"," ",""," ","","M03","内部オプション(宴会備品)","0004","司会台(ご宴会)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"31598","2025/05/23","5","27","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0072","ワイヤレスマイク","3300.0000","4","13200.0000","12000.0000","0.0000","1200.0000","","0.00","0.0000"
"31598","2025/05/23","5","28","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0003","スクリーン(3000×2400)","17600.0000","1","17600.0000","16000.0000","0.0000","1600.0000","","0.00","0.0000"
"31598","2025/05/23","5","29","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0008","プロジェクター(3000～3500lm)","33000.0000","1","33000.0000","30000.0000","0.0000","3000.0000","","0.00","0.0000"
"31598","2025/05/23","5","30","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0067","音声ライン","1650.0000","1","1650.0000","1500.0000","0.0000","150.0000","","0.00","0.0000"
"31598","2025/05/23","5","31","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0034","延長コード","550.0000","3","1650.0000","1500.0000","0.0000","150.0000","","0.00","0.0000"
"31598","2025/05/23","5","32","第11回全国青年学習交流集会","170"," ",""," ","","M02","内部オプション(会議備品)","0035","インターネット回線使用料","5500.0000","1","5500.0000","5000.0000","0.0000","500.0000","","0.00","0.0000"
"31722","2025/04/02","1","1","名古屋市中川区倫理法人会","290"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"31722","2025/04/02","1","2","名古屋市中川区倫理法人会","290"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"31723","2025/04/09","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"31723","2025/04/09","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"31724","2025/04/16","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"31724","2025/04/16","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"31725","2025/04/23","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"31725","2025/04/23","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"31748","2025/04/30","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"31748","2025/04/30","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"31749","2025/05/07","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"31749","2025/05/07","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"31750","2025/05/14","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"31750","2025/05/14","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"31770","2025/05/21","1","1","名古屋市中川区倫理法人会","290"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"31770","2025/05/21","1","2","名古屋市中川区倫理法人会","290"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"31771","2025/05/28","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"31771","2025/05/28","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","1","3300.0000","3000.0000","0.0000","300.0000","","0.00","0.0000"
"32024","2025/05/08","1","1","京都市立大原野小学校","190"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","3267.0000","40","130680.0000","108000.0000","10800.0000","11880.0000","","0.00","0.0000"
"32024","2025/05/08","1","2","京都市立大原野小学校","190"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","40","2640.0000","2400.0000","0.0000","240.0000","","0.00","0.0000"
