予約番号,実施日,提供会場枝番,明細枝番,予約宴会名称,主会場ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ科目名称,ﾊﾟｯｹｰｼﾞ商品ｺｰﾄﾞ,ﾊﾟｯｹｰｼﾞ商品名称,科目ｺｰﾄﾞ,科目名称,商品ｺｰﾄﾞ,商品名称,単価,数量,請求金額(GROSS),請求金額(NET),請求金額(ｻｰﾋﾞｽ料),請求金額(消費税),割引名称,割引率,割引金額
"34689","2027/03/27","1","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","120","726000.0000","600000.0000","60000.0000","66000.0000","","0.00","0.0000"
"34689","2027/03/27","1","1","トヨタ押さえ","170","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","120","19200.0000","17520.0000","0.0000","1680.0000","","0.00","0.0000"
"34689","2027/03/27","1","2","トヨタ押さえ","170"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","120","264000.0000","218182.0000","21818.0000","24000.0000","","0.00","0.0000"
"34689","2027/03/27","1","3","トヨタ押さえ","170"," ",""," ","","R02","会場料収入(宴会)","0018","富士","191300.0000","1","95650.0000","86955.0000","0.0000","8695.0000","割引","50.00","95650.0000"
"34698","2027/03/06","9999","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","90","558900.0000","463140.0000","45000.0000","50760.0000","","0.00","0.0000"
"34698","2027/03/06","1","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","90","544500.0000","450000.0000","45000.0000","49500.0000","","0.00","0.0000"
"34698","2027/03/06","1","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","90","14400.0000","13140.0000","0.0000","1260.0000","","0.00","0.0000"
"34698","2027/03/06","1","2","トヨタ押さえ","200"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","90","198000.0000","163637.0000","16363.0000","18000.0000","","0.00","0.0000"
"34698","2027/03/06","1","3","トヨタ押さえ","200"," ",""," ","","R02","会場料収入(宴会)","0018","富士","82300.0000","1","41150.0000","37410.0000","0.0000","3740.0000","割引","50.00","41150.0000"
"34699","2027/03/13","9999","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","90","558900.0000","463140.0000","45000.0000","50760.0000","","0.00","0.0000"
"34699","2027/03/13","1","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","90","544500.0000","450000.0000","45000.0000","49500.0000","","0.00","0.0000"
"34699","2027/03/13","1","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","90","14400.0000","13140.0000","0.0000","1260.0000","","0.00","0.0000"
"34699","2027/03/13","1","2","トヨタ押さえ","200"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","90","198000.0000","163637.0000","16363.0000","18000.0000","","0.00","0.0000"
"34699","2027/03/13","1","3","トヨタ押さえ","200"," ",""," ","","R02","会場料収入(宴会)","0018","富士","82300.0000","1","41150.0000","37410.0000","0.0000","3740.0000","割引","50.00","41150.0000"
"34700","2027/03/20","9999","1","大豊工業株式会社 工長会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","90","558900.0000","463140.0000","45000.0000","50760.0000","","0.00","0.0000"
"34700","2027/03/20","1","1","大豊工業株式会社 工長会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","90","544500.0000","450000.0000","45000.0000","49500.0000","","0.00","0.0000"
"34700","2027/03/20","1","1","大豊工業株式会社 工長会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","90","14400.0000","13140.0000","0.0000","1260.0000","","0.00","0.0000"
"34700","2027/03/20","1","2","大豊工業株式会社 工長会","180"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","90","198000.0000","163637.0000","16363.0000","18000.0000","","0.00","0.0000"
"34700","2027/03/20","1","3","大豊工業株式会社 工長会","180"," ",""," ","","R02","会場料収入(宴会)","0018","富士","82300.0000","1","41150.0000","37410.0000","0.0000","3740.0000","割引","50.00","41150.0000"
"34700","2027/03/20","1","4","大豊工業株式会社 工長会","180"," ",""," ","","M11","ミスク(宴会ミスク)","0011","土産(ホテル)","5500.0000","5","27500.0000","25000.0000","0.0000","2500.0000","","0.00","0.0000"
"34700","2027/03/20","2","5","大豊工業株式会社 工長会","180"," ",""," ","","M11","ミスク(宴会ミスク)","0016","チャーム","4840.0000","5","24200.0000","22000.0000","0.0000","2200.0000","","0.00","0.0000"
"34700","2027/03/20","1","6","大豊工業株式会社 工長会","180"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","90","198000.0000","163637.0000","16363.0000","18000.0000","","0.00","0.0000"
"34700","2027/03/20","1","7","大豊工業株式会社 工長会","180"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","20","44000.0000","36364.0000","3636.0000","4000.0000","","0.00","0.0000"
"34700","2027/03/20","1","8","大豊工業株式会社 工長会","180"," ",""," ","","M03","内部オプション(宴会備品)","0004","司会台(ご宴会)","3300.0000","1","0.0000","0.0000","0.0000","0.0000","割引","100.00","3300.0000"
"34700","2027/03/20","1","9","大豊工業株式会社 工長会","180"," ",""," ","","M03","内部オプション(宴会備品)","0017","会場内吊看板　ﾎﾃﾙ作成(450×360","12100.0000","1","12100.0000","11000.0000","0.0000","1100.0000","","0.00","0.0000"
"34700","2027/03/20","1","10","大豊工業株式会社 工長会","180"," ",""," ","","M03","内部オプション(宴会備品)","0021","席札(短冊。ご宴会)","110.0000","20","0.0000","0.0000","0.0000","0.0000","割引","100.00","2200.0000"
"34700","2027/03/20","1","11","大豊工業株式会社 工長会","180"," ",""," ","","R02","会場料収入(宴会)","0002","竹","52700.0000","1","52700.0000","47910.0000","0.0000","4790.0000","","0.00","0.0000"
"34700","2027/03/20","1","12","大豊工業株式会社 工長会","180"," ",""," ","","R02","会場料収入(宴会)","0003","松","82300.0000","1","41150.0000","37410.0000","0.0000","3740.0000","割引","50.00","41150.0000"
"34700","2027/03/20","1","13","大豊工業株式会社 工長会","180"," ",""," ","","M06","外部オプション(コンパ)","0004","コンパニオンお持込料","1760.0000","20","35200.0000","32000.0000","0.0000","3200.0000","","0.00","0.0000"
"34700","2027/03/20","9999","14","大豊工業株式会社 工長会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","8630.0000","90","776700.0000","643140.0000","63000.0000","70560.0000","","0.00","0.0000"
"34700","2027/03/20","1","14","大豊工業株式会社 工長会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","8470.0000","90","762300.0000","630000.0000","63000.0000","69300.0000","","0.00","0.0000"
"34700","2027/03/20","1","14","大豊工業株式会社 工長会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","90","14400.0000","13140.0000","0.0000","1260.0000","","0.00","0.0000"
"34700","2027/03/20","9999","15","大豊工業株式会社 工長会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6904.0000","2","13808.0000","11434.0000","1120.0000","1254.0000","","0.00","0.0000"
"34700","2027/03/20","1","15","大豊工業株式会社 工長会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6776.0000","2","13552.0000","11200.0000","1120.0000","1232.0000","","0.00","0.0000"
"34700","2027/03/20","1","15","大豊工業株式会社 工長会","180","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","128.0000","2","256.0000","234.0000","0.0000","22.0000","","0.00","0.0000"
"34701","2027/03/27","9999","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)"," ",""," ","ご宴会お料理(個々盛り)","6210.0000","90","558900.0000","463140.0000","45000.0000","50760.0000","","0.00","0.0000"
"34701","2027/03/27","1","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","F03","宴会別注・お子様料理・構成用","0009","(和)折衷/立食/プラン構成用","6050.0000","90","544500.0000","450000.0000","45000.0000","49500.0000","","0.00","0.0000"
"34701","2027/03/27","1","1","トヨタ押さえ","200","F05","折衷会席風ご宴会お料理(個々盛","0013","ご宴会お料理(個々盛り)","R02","会場料収入(宴会)","0017","宴会場費(コロナ対策料名称変更)","160.0000","90","14400.0000","13140.0000","0.0000","1260.0000","","0.00","0.0000"
"34701","2027/03/27","1","2","トヨタ押さえ","200"," ",""," ","","B01","ご宴会お飲物","0002","飲み放題A(2時間)","2200.0000","90","198000.0000","163637.0000","16363.0000","18000.0000","","0.00","0.0000"
"34701","2027/03/27","1","3","トヨタ押さえ","200"," ",""," ","","R02","会場料収入(宴会)","0018","富士","82300.0000","1","41150.0000","37410.0000","0.0000","3740.0000","割引","50.00","41150.0000"
"34795","2027/03/03","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34795","2027/03/03","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34796","2027/03/10","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34796","2027/03/10","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34798","2027/03/17","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34798","2027/03/17","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34830","2027/03/24","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34830","2027/03/24","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34838","2027/03/31","1","1","名古屋市中川区倫理法人会","290"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34838","2027/03/31","1","2","名古屋市中川区倫理法人会","290"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34839","2027/04/07","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34839","2027/04/07","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34840","2027/04/14","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34840","2027/04/14","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34841","2027/04/21","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34841","2027/04/21","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34895","2027/04/28","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34895","2027/04/28","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34896","2027/05/12","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34896","2027/05/12","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34897","2027/05/19","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34897","2027/05/19","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34946","2027/05/26","1","1","名古屋市中川区倫理法人会","280"," ",""," ","","R01","会場料収入","0017","鶴(2)","71200.0000","1","71200.0000","64728.0000","0.0000","6472.0000","","0.00","0.0000"
"34946","2027/05/26","1","2","名古屋市中川区倫理法人会","280"," ",""," ","","M02","内部オプション(会議備品)","0001","スクリーン(1800×1800)","3300.0000","2","6600.0000","6000.0000","0.0000","600.0000","","0.00","0.0000"
"34955","2027/04/01","1","1","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","1","2","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","5","3","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","5","4","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","6","5","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","6","6","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","7","7","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","7","8","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","8","9","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","8","10","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","9","11","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","9","12","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","10","13","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","10","14","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","11","15","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","11","16","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","12","17","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","12","18","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","2","19","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","2","20","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","3","21","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","3","22","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34955","2027/04/01","4","23","中日本高速道路株式会社（押さえ）","115"," ",""," ","","F17","食事","0003","セットメニュー(ご飯お替り可)","2662.0000","140","372680.0000","308000.0000","30800.0000","33880.0000","","0.00","0.0000"
"34955","2027/04/01","4","24","中日本高速道路株式会社（押さえ）","115"," ",""," ","","M12","ミスク(食事ミスク)","0001","食事用ペットボトルお茶(500ml)","66.0000","140","9240.0000","8400.0000","0.0000","840.0000","","0.00","0.0000"
"34968","2027/04/02","11","1","名鉄観光サービス㈱　令和９年度新入社員研修","200"," ",""," ","","R01","会場料収入","0019","紬","404800.0000","1","282520.0000","256837.0000","0.0000","25683.0000","割引","0.00","122280.0000"
"34968","2027/04/02","11","2","名鉄観光サービス㈱　令和９年度新入社員研修","200"," ",""," ","","M02","内部オプション(会議備品)","0004","マイク","2200.0000","3","0.0000","0.0000","0.0000","0.0000","割引","100.00","6600.0000"
"34968","2027/04/02","11","3","名鉄観光サービス㈱　令和９年度新入社員研修","200"," ",""," ","","M02","内部オプション(会議備品)","0024","ホワイトボード","1100.0000","1","0.0000","0.0000","0.0000","0.0000","割引","100.00","1100.0000"
"34968","2027/04/02","11","4","名鉄観光サービス㈱　令和９年度新入社員研修","200"," ",""," ","","M10","ミスク(会議ミスク)","0020","外注弁当(紙箱,パック茶付)","1790.0000","5","8950.0000","8137.0000","0.0000","813.0000","","0.00","0.0000"
"34968","2027/04/02","11","5","名鉄観光サービス㈱　令和９年度新入社員研修","200"," ",""," ","","R01","会場料収入","0004","錦","143000.0000","1","100100.0000","91000.0000","0.0000","9100.0000","割引","30.00","42900.0000"
"34968","2027/04/02","11","6","名鉄観光サービス㈱　令和９年度新入社員研修","200"," ",""," ","","R01","会場料収入","0024","楓","180000.0000","1","126000.0000","114546.0000","0.0000","11454.0000","割引","30.00","54000.0000"
"34968","2027/04/02","11","7","名鉄観光サービス㈱　令和９年度新入社員研修","200"," ",""," ","","M02","内部オプション(会議備品)","0004","マイク","2200.0000","2","0.0000","0.0000","0.0000","0.0000","割引","100.00","4400.0000"
"34968","2027/04/02","11","8","名鉄観光サービス㈱　令和９年度新入社員研修","200"," ",""," ","","M02","内部オプション(会議備品)","0034","延長コード","550.0000","2","0.0000","0.0000","0.0000","0.0000","割引","100.00","1100.0000"
