予約番号,予約人数,予約件数,予約宴会名称,会場枝番,会場名称,会場使用日,宴会開始時間,宴会終了時間,行灯名称,会場予約人数,営業担当名称,予約状態ｺｰﾄﾞ,予約状態名称,会場ｺｰﾄﾞ,会場使用目的ｺｰﾄﾞ,会場使用目的名称,会場形式ｺｰﾄﾞ,会場形式名称,ｴｰｼﾞｪﾝﾄｺｰﾄﾞ,エージェン 名称,申込会社 名称,ｴｰｼﾞｪﾝﾄ名称,予約状態備考
"33141","150","1","ELJソーラーコーポレーション株式会社 ※準備11:00/受付12:30/本番13:00","3","紬","2025/04/04","09:30","17:00","ELJソーラーコーポレーション㈱ 合同研修","140","渡瀬　太郎","1","決定予約","290","27","研修会","3","スクール形式"," "," ","ELJソーラーコーポレーション株式会社","","泊あり　受付6FEVﾎｰﾙ・4/2(水)AMｽﾀﾝﾄﾞ花届く・4/3(木)4(金)昼食弁当持込有(ｺﾞﾐ処理先方)"
"33141","150","1","ELJソーラーコーポレーション株式会社 ※準備11:00/受付12:30/本番13:00","2","紬","2025/04/03","09:30","19:00","ELJソーラーコーポレーション㈱ 合同研修","140","渡瀬　太郎","1","決定予約","290","27","研修会","3","スクール形式"," "," ","ELJソーラーコーポレーション株式会社","","泊あり　受付6FEVﾎｰﾙ・4/2(水)AMｽﾀﾝﾄﾞ花届く・4/3(木)4(金)昼食弁当持込有(ｺﾞﾐ処理先方)"
"33141","150","1","ELJソーラーコーポレーション株式会社 ※準備11:00/受付12:30/本番13:00","1","紬","2025/04/02","11:00","19:00","ELJソーラーコーポレーション㈱ 入社式","150","渡瀬　太郎","1","決定予約","290","27","研修会","3","スクール形式"," "," ","ELJソーラーコーポレーション株式会社","","泊あり　受付6FEVﾎｰﾙ・4/2(水)AMｽﾀﾝﾄﾞ花届く・4/3(木)4(金)昼食弁当持込有(ｺﾞﾐ処理先方)"
"33144","22","2","東陽倉庫株式会社 新入社員研修　※幹事来館18:00","6","竹","2025/04/03","18:00","19:00","東陽倉庫株式会社 新入社員研修 御食事会場","21","渡瀬　太郎","1","決定予約","210","1","夕食","16","和室イステー"," ","","東陽倉庫株式会社","","泊あり"
"33144","22","2","東陽倉庫株式会社 新入社員研修　※幹事来館18:00","4","竹","2025/04/02","18:00","19:00","東陽倉庫株式会社 新入社員研修 御食事会場","21","渡瀬　太郎","1","決定予約","210","1","夕食","16","和室イステー"," ","","東陽倉庫株式会社","","泊あり"
"33144","22","2","東陽倉庫株式会社 新入社員研修　※幹事来館18:00","2","竹","2025/04/01","18:00","19:00","東陽倉庫株式会社 新入社員研修 御食事会場","21","渡瀬　太郎","1","決定予約","210","1","夕食","16","和室イステー"," ","","東陽倉庫株式会社","","泊あり"
"33144","22","2","東陽倉庫株式会社 新入社員研修　※幹事来館18:00","11","桐","2025/04/03","19:00","21:00","東陽倉庫株式会社 新入社員研修","22","渡瀬　太郎","1","決定予約","220","15","会議","3","スクール形式"," ","","東陽倉庫株式会社","","泊あり"
"33144","22","2","東陽倉庫株式会社 新入社員研修　※幹事来館18:00","10","桐","2025/04/02","19:00","21:00","東陽倉庫株式会社 新入社員研修","22","渡瀬　太郎","1","決定予約","220","15","会議","3","スクール形式"," ","","東陽倉庫株式会社","","泊あり"
"33144","22","2","東陽倉庫株式会社 新入社員研修　※幹事来館18:00","9","桐","2025/04/01","19:00","21:00","東陽倉庫株式会社 新入社員研修","22","渡瀬　太郎","1","決定予約","220","15","会議","3","スクール形式"," ","","東陽倉庫株式会社","","泊あり"
"33156","14","1","足立工業株式会社","1","橘","2025/04/01","18:00","20:00","足立グループ 新入社員歓迎会","14","森　慎一","1","決定予約","350","30","懇親会","72","丸卓"," "," ","足立工業株式会社","","バイオーダー　集合写真撮影＆現像有"
"33168","55","1","京都市立春日野小学校","3","富士(１)","2025/05/30","07:00","08:00","京都市立春日野小学校","55","近藤　和記","1","決定予約","180","35","朝食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"33168","55","1","京都市立春日野小学校","1","富士(１)","2025/05/29","18:00","19:00","京都市立春日野小学校","55","近藤　和記","1","決定予約","180","1","夕食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"33168","55","1","京都市立春日野小学校","4","錦","2025/05/30","07:00","10:00","京都市立春日野小学校","55","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"33168","55","1","京都市立春日野小学校","2","錦","2025/05/29","15:00","23:59","京都市立春日野小学校","55","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"33207","6","1","中部光沢化工紙協同組合","1","竹","2025/03/12","18:00","20:00","中部光沢化工紙協同組合 例会","6","渡瀬　太郎","1","決定予約","210","30","懇親会","16","和室イステー"," "," ","中部光沢化工紙協同組合","","飲み放題A"
"33260","60","1","京都市立勧修小学校","3","富士(１)","2025/05/16","07:00","08:00","京都市立勧修小学校","60","近藤　和記","1","決定予約","180","35","朝食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"33260","60","1","京都市立勧修小学校","1","富士(１)","2025/05/15","18:00","19:00","京都市立勧修小学校","60","近藤　和記","1","決定予約","180","1","夕食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"33260","60","1","京都市立勧修小学校","4","錦","2025/05/16","07:00","10:00","京都市立勧修小学校","60","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"33260","60","1","京都市立勧修小学校","2","錦","2025/05/15","15:00","23:59","京都市立勧修小学校","60","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"33279","200","1","ゲオホールディングス","2","鶴","2025/04/01","17:00","19:00","ゲオホールディングス","200","吉村　愛香","5","ｷｬﾝｾﾙ","260","30","懇親会","21","立食"," "," ","マックスプロデュース","",""
"33279","200","1","ゲオホールディングス","1","紬","2025/04/01","09:00","17:00","ゲオホールディングス","200","吉村　愛香","5","ｷｬﾝｾﾙ","290","20","式典","3","スクール形式"," "," ","マックスプロデュース","",""
"33281","20","1","白峰会","1","橘","2025/05/17","14:00","16:00","白峰会","20","渡瀬　太郎","1","決定予約","350","21","ｾﾐﾅｰ","4","シアター形式"," "," ","白峰会","",""
"33294","100","1","株式会社三菱UFJ銀行柳橋支店 【紬】茶ﾍﾟｯﾄ有/受付16:30【橘】H.C×8有","3","鶴(２)","2025/03/03","18:30","21:00","柳会　懇親会","100","森　慎一","1","決定予約","280","30","懇親会","21","立食"," "," ","株式会社三菱UFJ銀行柳橋支店","","【紬】受付6F 【鶴(2)】①懇親会18:30~19:30 ②ｽﾀｯﾌ慰労会19:45~21:00(①②共にﾊﾞｲｵｰﾀﾞｰ) ｺﾝﾊﾟ4名(日ﾊﾞﾝ)"
"33294","100","1","株式会社三菱UFJ銀行柳橋支店 【紬】茶ﾍﾟｯﾄ有/受付16:30【橘】H.C×8有","2","橘","2025/03/03","15:30","18:30","柳会　御控え室","8","森　慎一","1","決定予約","350","9","控室","2","ウメロ"," "," ","株式会社三菱UFJ銀行柳橋支店","","【紬】受付6F 【鶴(2)】①懇親会18:30~19:30 ②ｽﾀｯﾌ慰労会19:45~21:00(①②共にﾊﾞｲｵｰﾀﾞｰ) ｺﾝﾊﾟ4名(日ﾊﾞﾝ)"
"33294","100","1","株式会社三菱UFJ銀行柳橋支店 【紬】茶ﾍﾟｯﾄ有/受付16:30【橘】H.C×8有","1","紬","2025/03/03","15:30","18:20","柳会　総会・講演会","110","森　慎一","1","決定予約","290","16","総会","3","スクール形式"," "," ","株式会社三菱UFJ銀行柳橋支店","","【紬】受付6F 【鶴(2)】①懇親会18:30~19:30 ②ｽﾀｯﾌ慰労会19:45~21:00(①②共にﾊﾞｲｵｰﾀﾞｰ) ｺﾝﾊﾟ4名(日ﾊﾞﾝ)"
"33316","31","1","京都市立開建高等学校","3","楓","2025/03/10","18:30","19:30","京都市立開建高等学校　御夕食会場","31","近藤　和記","1","決定予約","340","1","夕食","26","テーブル","2102","東武トップツアーズ　京都支店","","トップツアー","泊あり　葵⇒デジサイ不要"
"33316","31","1","京都市立開建高等学校","1","楓","2025/03/09","18:00","19:00","京都市立開建高等学校　御夕食会場","31","近藤　和記","1","決定予約","340","1","夕食","26","テーブル","2102","東武トップツアーズ　京都支店","","トップツアー","泊あり　葵⇒デジサイ不要"
"33316","31","1","京都市立開建高等学校","4","葵","2025/03/10","19:30","21:30","京都市立開建高等学校","15","近藤　和記","1","決定予約","360","15","会議","3","スクール形式","2102","東武トップツアーズ　京都支店","","トップツアー","泊あり　葵⇒デジサイ不要"
"33316","31","1","京都市立開建高等学校","2","葵","2025/03/09","19:00","21:00","京都市立開建高等学校","15","近藤　和記","1","決定予約","360","15","会議","3","スクール形式","2102","東武トップツアーズ　京都支店","","トップツアー","泊あり　葵⇒デジサイ不要"
"33330","46","1","東日電設株式会社　1班","1","竹","2025/04/11","18:00","20:00","東日電設株式会社　1班","46","伊藤　良行","5","ｷｬﾝｾﾙ","210","30","懇親会","72","丸卓","2099","JTB東京多摩支店","","JTB",""
"33331","46","1","東日電設株式会社　2班","1","竹","2025/04/18","18:00","20:00","東日電設株式会社　2班","46","伊藤　良行","5","ｷｬﾝｾﾙ","210","30","懇親会","72","丸卓","2099","JTB東京多摩支店","","JTB",""
"33342","150","1","愛知県教友会","3","富士","2025/04/26","12:00","14:00","令和7年度 愛知県教友会総会懇親会","150","渡瀬　太郎","1","決定予約","170","30","懇親会","72","丸卓"," ","","愛知県教友会","","富士：じゅーたん　"
"33342","150","1","愛知県教友会","1","鶴","2025/04/26","10:00","12:00","令和7年度 愛知県教友会総会","150","渡瀬　太郎","1","決定予約","260","16","総会","4","シアター形式"," ","","愛知県教友会","","富士：じゅーたん　"
"33342","150","1","愛知県教友会","2","橘","2025/04/26","09:00","14:30","愛知県教友会 来賓控室","20","渡瀬　太郎","1","決定予約","350","9","控室","5","ロの字"," ","","愛知県教友会","","富士：じゅーたん　"
"33352","150","1","愛知県農業土木測量設計技術研究会（ＡＮＤＫ会） 15:00H.C.×50(楓)＋α","5","鶴","2025/04/15","14:00","19:00","愛知県農業土木測量設計技術研究会 創立50周年記念式典・祝賀会","150","吉村　愛香","1","決定予約","260","30","懇親会","72","丸卓"," "," ","株式会社拓工","","【楓】15:00開始 【鶴】記念式典(16:15～)､祝賀会(17:15頃乾杯予定) ｺﾝﾊﾟ6名(日ﾊﾞﾝ) ※錦はｸﾛｰｸ念のため"
"33352","150","1","愛知県農業土木測量設計技術研究会（ＡＮＤＫ会） 15:00H.C.×50(楓)＋α","1","楓","2025/04/15","14:00","16:00","令和7年度 愛知県農業土木測量設計技術研究会 通常総会","50","吉村　愛香","1","決定予約","340","16","総会","3","スクール形式"," "," ","株式会社拓工","","【楓】15:00開始 【鶴】記念式典(16:15～)､祝賀会(17:15頃乾杯予定) ｺﾝﾊﾟ6名(日ﾊﾞﾝ) ※錦はｸﾛｰｸ念のため"
"33352","150","1","愛知県農業土木測量設計技術研究会（ＡＮＤＫ会） 15:00H.C.×50(楓)＋α","3","橘","2025/04/15","14:30","16:30","令和7年度 愛知県農業土木測量設計技術研究会 ご来賓控室","20","吉村　愛香","1","決定予約","350","9","控室","11","控室"," "," ","株式会社拓工","","【楓】15:00開始 【鶴】記念式典(16:15～)､祝賀会(17:15頃乾杯予定) ｺﾝﾊﾟ6名(日ﾊﾞﾝ) ※錦はｸﾛｰｸ念のため"
"33352","150","1","愛知県農業土木測量設計技術研究会（ＡＮＤＫ会） 15:00H.C.×50(楓)＋α","6","錦","2025/04/15","14:00","19:00","愛知県農業土木測量設計技術研究会（ＡＮＤＫ会） 15:00H.C.×50(楓)､×40","0","吉村　愛香","1","決定予約","250","99","その他"," ",""," "," ","株式会社拓工","","【楓】15:00開始 【鶴】記念式典(16:15～)､祝賀会(17:15頃乾杯予定) ｺﾝﾊﾟ6名(日ﾊﾞﾝ) ※錦はｸﾛｰｸ念のため"
"33362","94","1","ＪＡあいち尾東　※準備12:00","3","鶴","2025/04/10","18:30","20:30","ＪＡあいち尾東 渉外担当者事業進発式 懇親会","88","森　慎一","1","決定予約","260","30","懇親会"," ","","2104","株式会社農協観光 中京支店","","農協観光",""
"33362","94","1","ＪＡあいち尾東　※準備12:00","2","伏見","2025/04/10","16:00","19:00","ＪＡあいち尾東 渉外担当者事業進発式 待ち合い室","21","森　慎一","1","決定予約","370","15","会議","2","ウメロ","2104","株式会社農協観光 中京支店","","農協観光",""
"33362","94","1","ＪＡあいち尾東　※準備12:00","1","紬","2025/04/10","12:00","17:00","ＪＡあいち尾東 渉外担当者進発式","94","森　慎一","1","決定予約","290","15","会議","3","スクール形式","2104","株式会社農協観光 中京支店","","農協観光",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","1","紬","2025/04/06","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","0","伊藤　良行","5","ｷｬﾝｾﾙ","290"," ",""," ",""," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","2","紬","2025/04/19","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","3","鶴","2025/04/06","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","12","紬","2025/04/07","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","16","紬","2025/04/08","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","20","紬","2025/04/15","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","21","紬","2025/04/16","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","17","紬","2025/04/09","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","18","紬","2025/04/11","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","19","紬","2025/04/14","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","11","松","2025/04/16","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","200","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","13","竹","2025/04/16","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","210","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","14","鶴","2025/04/18","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","15","鶴","2025/04/19","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","23","橘","2025/04/06","09:00","18:00","イオンビッグ株式会社　入社式・研修会場","0","伊藤　良行","5","ｷｬﾝｾﾙ","350","83","来賓控室","99","未定"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","22","紬","2025/04/18","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","4","鶴","2025/04/07","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","5","鶴","2025/04/08","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","6","鶴","2025/04/09","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","7","鶴","2025/04/11","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","8","鶴","2025/04/14","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","9","松","2025/04/15","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","200","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","10","竹","2025/04/15","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","210","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","24","紬","2025/04/12","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","25","紬","2025/04/13","09:00","19:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","27","研修会","3","スクール形式"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","26","鶴","2025/04/12","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33365","200","1","イオンビッグ株式会社　入社式・研修会場","27","鶴","2025/04/13","19:00","20:00","イオンビッグ株式会社　入社式・研修会場","100","伊藤　良行","5","ｷｬﾝｾﾙ","260","1","夕食","26","テーブル"," "," ","イオンビッグ株式会社","",""
"33400","130","0","アサンプション国際中学校","18","富士","2025/03/15","07:00","08:00","アサンプション国際中学校","130","伊藤　良行","5","ｷｬﾝｾﾙ","170","35","朝食","26","テーブル","2999","株式会社エイチ・アイ・エス","","その他AGT",""
"33400","130","0","アサンプション国際中学校","7","富士","2025/03/14","19:00","20:00","アサンプション国際中学校","130","伊藤　良行","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル","2999","株式会社エイチ・アイ・エス","","その他AGT",""
"33400","130","0","アサンプション国際中学校","6","富士","2025/03/14","12:00","13:00","アサンプション国際中学校","130","伊藤　良行","5","ｷｬﾝｾﾙ","170","13","昼食","26","テーブル","2999","株式会社エイチ・アイ・エス","","その他AGT",""
"33400","130","0","アサンプション国際中学校","5","富士","2025/03/14","07:00","08:00","アサンプション国際中学校","130","伊藤　良行","5","ｷｬﾝｾﾙ","170","35","朝食","26","テーブル","2999","株式会社エイチ・アイ・エス","","その他AGT",""
"33400","130","0","アサンプション国際中学校","4","富士","2025/03/13","19:00","20:00","アサンプション国際中学校","130","伊藤　良行","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル","2999","株式会社エイチ・アイ・エス","","その他AGT",""
"33400","130","0","アサンプション国際中学校","3","富士","2025/03/13","12:00","13:00","アサンプション国際中学校","130","伊藤　良行","5","ｷｬﾝｾﾙ","170","13","昼食","26","テーブル","2999","株式会社エイチ・アイ・エス","","その他AGT",""
"33400","130","0","アサンプション国際中学校","24","鶴","2025/03/13","13:00","19:00","アサンプション国際中学校","130","伊藤　良行","5","ｷｬﾝｾﾙ","260","15","会議","99","未定","2999","株式会社エイチ・アイ・エス","","その他AGT",""
"33400","130","0","アサンプション国際中学校","10","鶴","2025/03/14","08:00","19:00","アサンプション国際中学校","130","伊藤　良行","5","ｷｬﾝｾﾙ","260","15","会議","99","未定","2999","株式会社エイチ・アイ・エス","","その他AGT",""
"33404","54","1","愛知県高等学校野球連盟","2","富士(１)","2025/05/16","18:00","20:00","愛知県高等学校野球連盟","54","吉村　愛香","1","決定予約","180","55","歓送迎会","72","丸卓"," "," ","愛知県高等学校野球連盟","","富士(1):ジュータン"
"33407","29","1","東海地方簡易郵便局連合会","2","葵","2025/05/10","10:00","12:30","東海地方簡易郵便局連合会","12","吉村　愛香","1","決定予約","360","9","控室"," ",""," "," ","笠松松枝簡易郵便局","","【紬1】ﾊﾞｲｵｰﾀﾞｰ"
"33407","29","1","東海地方簡易郵便局連合会","3","紬(１)","2025/05/10","12:30","14:30","東海地方簡易郵便局連合会","29","吉村　愛香","1","決定予約","300","30","懇親会","72","丸卓"," "," ","笠松松枝簡易郵便局","","【紬1】ﾊﾞｲｵｰﾀﾞｰ"
"33407","29","1","東海地方簡易郵便局連合会","1","紬(２)","2025/05/10","09:30","12:30","東海地方簡易郵便局連合会","29","吉村　愛香","1","決定予約","310","15","会議","3","スクール形式"," "," ","笠松松枝簡易郵便局","","【紬1】ﾊﾞｲｵｰﾀﾞｰ"
"33415","0","1","キャロット","5","鶴","2025/04/20","08:00","17:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","260","15","会議","3","スクール形式"," "," ","キャロット","",""
"33415","0","1","キャロット","3","鶴","2025/04/19","08:00","19:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","260","15","会議","3","スクール形式"," "," ","キャロット","",""
"33415","0","1","キャロット","1","鶴","2025/04/18","12:00","20:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","260","15","会議","3","スクール形式"," "," ","キャロット","",""
"33415","0","1","キャロット","12","橘","2025/04/19","08:00","19:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","350","15","会議"," ",""," "," ","キャロット","",""
"33415","0","1","キャロット","10","橘","2025/04/18","12:00","20:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","350","15","会議"," ",""," "," ","キャロット","",""
"33415","0","1","キャロット","8","橘","2025/04/20","08:00","17:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","350","15","会議"," ",""," "," ","キャロット","",""
"33415","0","1","キャロット","11","葵","2025/04/18","12:00","20:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","360","15","会議"," ",""," "," ","キャロット","",""
"33415","0","1","キャロット","9","葵","2025/04/20","08:00","17:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","360","15","会議"," ",""," "," ","キャロット","",""
"33415","0","1","キャロット","7","葵","2025/04/19","08:00","19:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","360","15","会議"," ",""," "," ","キャロット","",""
"33415","0","1","キャロット","6","紬","2025/04/20","08:00","17:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","290","15","会議","3","スクール形式"," "," ","キャロット","",""
"33415","0","1","キャロット","4","紬","2025/04/19","08:00","19:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","290","15","会議","3","スクール形式"," "," ","キャロット","",""
"33415","0","1","キャロット","2","紬","2025/04/18","12:00","20:00","キャロット","0","森　慎一","5","ｷｬﾝｾﾙ","290","15","会議","3","スクール形式"," "," ","キャロット","",""
"33423","60","1","名古屋市立名東高等学校","1","紬(１)","2025/04/11","18:30","20:30","名古屋市立名東高等学校","60","吉村　愛香","1","決定予約","300","55","歓送迎会","72","丸卓"," "," ","名古屋市立名東高等学校","","他校と隣り合ってもOK"
"33449","80","1","公益社団法人全国上下水道コンサルタント協会","16","鶴(２)","2025/05/20","09:00","17:30","公益社団法人 全国上下水道コンサルタント協会中部支部 第15回通常全体協議","80","石黒　達也","1","決定予約","280","15","会議","3","スクール形式"," "," ","中日本建設コンサルタント株式会社","",""
"33449","80","1","公益社団法人全国上下水道コンサルタント協会","5","橘","2025/05/20","13:00","15:00","公益社団法人 全国上下水道コンサルタント協会中部支部 臨時運営委員会","15","石黒　達也","1","決定予約","350","71","理事・役員会","5","ロの字"," "," ","中日本建設コンサルタント株式会社","",""
"33449","80","1","公益社団法人全国上下水道コンサルタント協会","6","紬(１)","2025/05/20","17:30","19:30","公益社団法人 全国上下水道コンサルタント協会中部支部 第15回通常全体協議","80","石黒　達也","1","決定予約","300","30","懇親会","21","立食"," "," ","中日本建設コンサルタント株式会社","",""
"33456","10","1","御園座 取締役会","1","葵","2025/05/14","10:30","12:00","御園座 取締役会","10","森　慎一","1","決定予約","360","15","会議","5","ロの字"," "," ","御園座 総務経理部","",""
"33474","31","1","名古屋地区生コン卸商協同組合　※10:00 H.C.×31(ｶｯﾌﾟ先付)","1","楓","2025/05/27","09:00","11:00","名古屋地区生コン卸商協同組合","31","吉村　愛香","5","ｷｬﾝｾﾙ","340","16","総会","3","スクール形式"," ","","名古屋地区生コン卸商協同組合","",""
"33474","31","1","名古屋地区生コン卸商協同組合　※10:00 H.C.×31(ｶｯﾌﾟ先付)","2","橘","2025/05/27","09:00","11:00","名古屋地区生コン卸商協同組合","0","吉村　愛香","5","ｷｬﾝｾﾙ","350","83","来賓控室","26","テーブル"," ","","名古屋地区生コン卸商協同組合","",""
"33474","31","1","名古屋地区生コン卸商協同組合　※10:00 H.C.×31(ｶｯﾌﾟ先付)","3","葵","2025/05/27","11:00","12:00","名古屋地区生コン卸商協同組合","31","吉村　愛香","5","ｷｬﾝｾﾙ","360","13","昼食","26","テーブル"," ","","名古屋地区生コン卸商協同組合","",""
"33475","60","1","名古屋生コンクリート協同組合","1","紬(１)","2025/05/22","18:00","20:00","名古屋生コンクリート協同組合","60","吉村　愛香","5","ｷｬﾝｾﾙ","300","30","懇親会","21","立食"," "," ","名古屋生コンクリート協同組合","",""
